3.618533914935256890e-01 1.160174006153516180e+00
4.923987548899279310e-02 1.068308935552428451e+00
-4.156155460667242396e-01 1.310094972263941226e+00
-4.512638161661475245e-01 1.257770082033045522e+00
-1.357932900945449106e-01 1.220579064909334654e+00
3.565854741823146323e+00 -1.947528811456205322e-01
2.462491477924351635e+00 -1.389895302169605606e-01
3.177427192108888576e+00 -6.762515281795042910e-01
-1.312773737557045850e+00 -1.962957224394153710e-01
-2.552698183198540249e+00 -1.251651974875300111e+00
2.480072266747328502e+00 1.975057138165287329e-01
-2.647980368338520130e+00 -1.212149212716049779e-01
-3.191034300336254237e+00 -3.850777317067438643e-01
-3.565679084378488461e+00 7.684434105327198755e-03
-3.613561632355848818e+00 -5.340044848857951054e-01
-3.371914476693899765e+00 -9.601029956468921656e-01
-2.061193516111127444e+00 2.316326800995847923e-01
-2.652347464265247812e+00 -7.991369220815647267e-01
-1.523711126844793373e+00 -4.575370752558067244e-01
-1.885648639342258681e+00 -5.512001025886363870e-01
-2.620820461883801133e+00 -5.881964829427513974e-01
-2.114203689600468117e+00 -3.428254079976610913e-01
-1.904847967054442925e+00 -3.914313748286258332e-01
-2.377753680499636868e+00 -9.604551378155886665e-01
3.935130831273556118e-02 -2.279722056227071469e-01
-6.425022862935538814e-01 -5.969935412778865774e-03
-2.914760183687952644e+00 -1.326092202647168428e+00
-2.606613395992389393e+00 -1.278139694465502574e+00
-2.716268671647417143e+00 -1.359497915669112045e+00
-1.510501843407203282e+00 -1.394098078124808904e+00
-1.334584389380962577e+00 -1.204734448150960979e+00
-1.381150334327809759e+00 -1.110103293117584045e+00
-2.154585781204608530e+00 9.748216631488958450e-01
-3.641878184127019580e+00 -1.325924397842270785e+00
-2.069804418463710771e+00 4.758490938774739831e-01
-3.137158167576139078e+00 -1.339016976053631014e+00
-3.362776044408746223e+00 -1.036801303400233465e+00
-2.616493749255706547e+00 -1.385528377967434555e+00
-1.011254725914220387e+00 -1.140420286595152710e+00
-2.539217106297348536e+00 -1.056643537941644118e+00
-1.304038663421798638e+00 -4.978550836350755238e-01
-1.146741422530767496e+00 -8.992582948373326057e-02
-1.117934704373510613e+00 -2.345050107241500870e-01
-1.578065736769801219e+00 -2.460793502496411156e-01
-2.200352246069793072e+00 -1.327699136592003504e-01
-1.596575793377046804e+00 -9.538646758441882145e-01
3.356600246633570706e+00 4.893232132225230901e-01
3.144117357733553053e+00 9.747789357394024412e-01
-2.986706606411645204e+00 -8.497063845637560231e-01
5.056814463489029965e-01 -1.944052014683914364e-01
-1.078014136415253788e+00 -1.247667510267230107e+00
-2.112315816723648876e+00 -5.581413657769527248e-01
-2.121015699889516881e+00 -8.117971432388082498e-01
-2.534938165387743414e+00 -5.496068756594291171e-01
-2.208537386985376383e+00 -3.062004153004198037e-01
-2.295745054835729715e-01 -1.464592549686256850e+00
-6.819798703457157218e-01 -9.155956942960076228e-01
-2.022253789066457141e+00 -3.538745366832753980e-01
-1.252822552611345452e+00 -5.680562961238010411e-01
4.355158461729595309e+00 3.328853182422765733e-01
1.225546737064742375e+00 -6.218560905628605084e-01
-4.142022687484320898e+00 -3.693232315275875588e-01
-2.988412492604307857e+00 -1.193250579989561633e+00
-4.237730312121162690e+00 -7.806072303647483279e-01
-5.818090669036675155e-01 1.236544713804328399e+00
-1.856704125759727653e+00 -4.341143446684365137e-01
-1.780202622950977309e+00 -1.337124631703409672e-01
-1.856585983372348814e+00 -6.292441178785054268e-01
-1.096144216611637967e+00 -9.383789689255663813e-01
8.869797573446988048e-01 -3.460801395140471470e-01
5.772935082725878519e-01 -2.361868852577963807e-01
3.544384024070077022e+00 9.563272607262763847e-01
-4.355539805325428837e+00 -2.841860516417505367e-01
-3.056231502583299786e+00 -2.629118065398777446e-02
-3.120914720656669861e+00 -6.250685808217211203e-01
-2.884737525871370778e+00 -5.376316470340963133e-02
-2.102435307264050479e+00 -9.967048795236632674e-01
-3.749607661016833404e+00 -9.235610090245252590e-02
-2.783014981550255840e+00 -9.637419910138887991e-01
-3.154598327753829423e+00 -5.257941320808668939e-01
-2.803009725068709379e+00 -6.109741788535395512e-01
-2.176145363045018488e+00 -1.147341194111447527e+00
-2.323454806101966419e+00 -8.726876401060855715e-01
-2.432002867587244044e+00 -9.520650363351146339e-01
-1.831478378772705140e+00 -9.703913940796514703e-01
-3.211436005965505380e+00 -9.901323284078002995e-01
