1.167875980615935561e+01 -8.891961010435830204e+00 1.614848651409618752e+00
-9.616592321977767810e+00 -1.385575510139170907e+00 -2.725567737692409231e+00
8.644124989298177297e+00 5.844993680401199265e-01 2.389174326150890870e+00
-7.368072934596091583e-01 6.205308721622309065e-01 1.892179013282655475e+00
1.230207171289501034e+01 -9.666982436600038753e+00 1.806022086451566588e+00
-9.521545200556905897e+00 -3.359106289811762736e+00 -3.053347275441029129e+00
1.139201760875117486e+01 -1.073582905989839986e+01 1.089472399099606026e+00
-1.424886425223541764e+01 2.894731298936880304e+00 -4.797325528142961204e+00
2.390418643772921126e+00 -3.630096509386528059e+00 2.273169195279733934e+00
-8.492316569010077032e+00 -2.750752376281692779e+00 -3.034786485834872760e+00
-3.837280840043209018e-01 8.512915053145610145e+00 2.888521417739402963e+00
-1.109457441806295241e+00 1.019727416890469485e+01 1.971187934027981647e+00
1.009464606429688338e+01 1.273211184546219066e+01 6.906262835105894560e+00
7.344485339124962486e+00 6.652598496572413644e+00 3.893187016645870191e+00
8.064981588467659890e+00 -1.556946843925090640e+00 2.237454472845573861e+00
-3.991352433822917156e+00 9.513047329685573317e+00 4.020755766517592478e-01
1.322114020733260809e+01 -8.426955054900622244e+00 2.624623408893338450e+00
-2.316867919585824609e+00 -7.017369100159712048e+00 -2.962032436418988723e+00
-1.162256861587296086e+01 4.475750738938958584e+00 -1.950676751002845766e+00
1.146654471559792654e+01 -4.730400895570974207e+00 1.630536662249312041e+00
-1.140356399706813573e+00 -6.199588058995117557e+00 -5.814474729881746740e-01
1.696682720226608865e+01 -4.074056011411963496e+00 5.074486383781292353e+00
-9.405767150628689066e+00 -2.143790918101025511e+00 -2.728678259248249027e+00
-1.350605363122289759e+01 1.217970840875295124e+01 -3.536371629571681829e+00
-1.157151826319683074e+01 2.378725954812155319e-02 -3.127104687491820467e+00
-1.142099111454811222e+01 4.111088395182287414e+00 -1.837107223511611487e+00
-8.819502081121425974e+00 1.600930580136185943e+00 -7.549875795783727028e-01
-1.365443862794884211e+01 8.780251495847261722e+00 -3.949657150356992830e+00
-1.665972709562952847e+00 -7.544314163477049640e+00 -4.482424501727599875e-01
-1.073568067560674955e+01 -3.951159961499905116e+00 -3.955122183497222554e+00
-1.392006835745778126e+01 7.547861046123637507e+00 -4.018886024111091082e+00
-8.354908577915932000e+00 1.536820456802132195e+00 -4.663513329717089428e-01
-1.098825958259588198e+01 1.337425217999812155e+01 -3.055269764444465075e+00
8.708827988552116040e+00 5.468268971886485197e+00 4.269453014108336220e+00
1.485082140379617499e+01 -6.832691293382679998e-01 4.734627852349710508e+00
-3.268564950443235695e+00 -6.845354645841019270e+00 -3.725135630626682737e+00
-2.423044095988236002e+00 1.114915148462559991e+01 1.354473249666552137e+00
1.714431315481687434e+01 -1.559706444060249941e+00 6.362905151880652532e+00
1.683119978527353311e+01 -1.934372812541357067e+00 6.294449687902265111e+00
8.935207044373806085e+00 -1.876781753899108285e+00 1.979100448205868057e+00
7.642635834122120109e+00 9.661997554231302132e+00 5.979860753361663228e+00
-1.175998121839424648e+01 1.332443945186996359e+01 -3.116276705423362436e+00
9.406440990246327516e+00 -2.441543075721643863e+00 1.346215351746320232e+00
8.214431038317101752e+00 6.654106872217456115e+00 4.720314533457465878e+00
-1.203343225970545483e+01 1.038043119565199213e+01 -3.453982928487216331e+00
1.614541577790545901e+01 5.508447332227239812e-01 5.848772254567907503e+00
1.215604130081857370e+01 -8.724259572963127596e+00 2.079021687328917789e+00
-7.651156993330311407e-01 1.087165128181973550e+01 2.168002374768255525e+00
8.475864908693891309e+00 -6.388469172938253671e-01 1.465921884018119847e+00
-1.078807699478446303e+01 2.498255507930875918e+00 -3.724136385143695938e-01
4.637802514232464146e-01 4.999401160686201884e+00 2.984346891372118282e+00
-1.369590909874402662e+01 3.971711189315983326e+00 -2.914208844330761661e+00
-1.453627230806217518e+01 -1.091881558937060293e+00 -5.310089858356881187e+00
-1.454516997287292845e+01 8.400390851094670097e+00 -3.929971352157441977e+00
-8.983329725849310776e+00 -1.701203616797343221e+00 -2.386628594805625614e+00
-2.865391124934522527e+00 -7.277543143944196657e+00 -2.349861249237622740e+00
-1.197027684551919613e+01 2.544640303483118871e-01 -3.236412582833840812e+00
-1.105864984157840425e+01 4.910829713939853569e+00 -5.251411132597210596e+00
-8.204246129601457937e+00 1.051157824272866748e+01 -6.450104822253578396e-01
1.707035488038415849e+01 -1.274443766837436653e+00 5.256853172824181186e+00
2.367798582837391752e+00 -3.682197903946346162e+00 2.305608132311130376e+00
-1.307772575853200081e+01 -8.748204996036365699e+00 -1.028401043890012900e+01
-1.517361475712027818e+01 -5.308797714963140457e+00 -6.765338818263040288e+00
1.366650109607081554e+01 1.247505285488948701e+01 8.752368050638702712e+00
1.649866460315596584e+01 8.733877798556868854e-02 5.917514982012184177e+00
-1.082511983942773703e+01 3.715779572091089555e+00 -1.606886678913725386e-01
-3.887385768433972988e+00 1.300207018685361149e+01 -2.135059461409896386e-01
7.033751718705099520e+00 1.230058507494863385e+01 5.690892661113114315e+00
-3.893862486112178445e+00 -4.478338275689691450e+00 -2.077260879370882662e+00
1.196065087956417194e+01 5.913939830073715598e-01 4.411472509318625335e+00
-1.317915634324478091e+01 -3.894606213756825586e+00 -6.012511552803798232e+00
-8.192932853980009256e+00 4.792489193781745288e-02 -1.607322953278150335e+00
-5.892063678530706783e-01 7.279366423680451170e+00 2.937726890260450308e+00
-1.125315978467386735e+00 -8.589303336627159169e+00 -2.499509635331775836e+00
1.302528012905735721e+01 -8.331618396910691615e+00 3.286236836604707445e+00
6.962197728094627891e+00 1.188698522453524475e+01 5.363310755975354560e+00
-1.107047607180742910e+00 -8.588451388025131195e+00 -2.518144198087027164e+00
1.593429631685983594e+01 8.525832368464888456e-01 5.922419000281785806e+00
-1.442545095264479649e+01 1.383718115108530045e+00 -4.299498414671227842e+00
-2.435447081308732997e+00 8.827177910069917033e+00 1.178200526508327517e+00
